Loaded data with shape: (50, 101, 1024), (50, 101, 1024), (50, 101, 1024), (101,)
##### Running the solver on the given dataset #####
Using device: cuda
Time: 0.000000, dt: 0.000010, Target: 0.010000, Max vel: 2.2404, Min density: 1.0237e+00, Min pressure: 1.0163e+01
Time: 0.209003, dt: 0.000010, Target: 0.210000, Max vel: 1.2242, Min density: 1.3956e+00, Min pressure: 1.2889e+01
Time: 0.210010, dt: 0.000010, Target: 0.220000, Max vel: 1.2252, Min density: 1.3964e+00, Min pressure: 1.2915e+01
Time: 0.211001, dt: 0.000010, Target: 0.220000, Max vel: 1.2258, Min density: 1.3972e+00, Min pressure: 1.2940e+01
Time: 0.212003, dt: 0.000010, Target: 0.220000, Max vel: 1.2262, Min density: 1.3979e+00, Min pressure: 1.2965e+01
Time: 0.213004, dt: 0.000010, Target: 0.220000, Max vel: 1.2264, Min density: 1.3987e+00, Min pressure: 1.2991e+01
Time: 0.214005, dt: 0.000010, Target: 0.220000, Max vel: 1.2262, Min density: 1.3994e+00, Min pressure: 1.3016e+01
Time: 0.215007, dt: 0.000010, Target: 0.220000, Max vel: 1.2258, Min density: 1.4001e+00, Min pressure: 1.3042e+01
Time: 0.216008, dt: 0.000010, Target: 0.220000, Max vel: 1.2252, Min density: 1.4008e+00, Min pressure: 1.3068e+01
Time: 0.217009, dt: 0.000010, Target: 0.220000, Max vel: 1.2243, Min density: 1.4014e+00, Min pressure: 1.3094e+01
Time: 0.218001, dt: 0.000010, Target: 0.220000, Max vel: 1.2232, Min density: 1.4021e+00, Min pressure: 1.3119e+01
Time: 0.219003, dt: 0.000010, Target: 0.220000, Max vel: 1.2218, Min density: 1.4027e+00, Min pressure: 1.3145e+01
Time: 0.220010, dt: 0.000010, Target: 0.230000, Max vel: 1.2201, Min density: 1.4033e+00, Min pressure: 1.3171e+01
Time: 0.221001, dt: 0.000010, Target: 0.230000, Max vel: 1.2183, Min density: 1.4039e+00, Min pressure: 1.3197e+01
Time: 0.222003, dt: 0.000010, Target: 0.230000, Max vel: 1.2162, Min density: 1.4045e+00, Min pressure: 1.3223e+01
Time: 0.223004, dt: 0.000010, Target: 0.230000, Max vel: 1.2139, Min density: 1.4051e+00, Min pressure: 1.3250e+01
Time: 0.224005, dt: 0.000010, Target: 0.230000, Max vel: 1.2114, Min density: 1.4057e+00, Min pressure: 1.3276e+01
Time: 0.225007, dt: 0.000010, Target: 0.230000, Max vel: 1.2087, Min density: 1.4063e+00, Min pressure: 1.3302e+01
Time: 0.226008, dt: 0.000010, Target: 0.230000, Max vel: 1.2058, Min density: 1.4069e+00, Min pressure: 1.3329e+01
Time: 0.227010, dt: 0.000010, Target: 0.230000, Max vel: 1.2027, Min density: 1.4075e+00, Min pressure: 1.3355e+01
Time: 0.228001, dt: 0.000010, Target: 0.230000, Max vel: 1.1994, Min density: 1.4080e+00, Min pressure: 1.3382e+01
Time: 0.229003, dt: 0.000010, Target: 0.230000, Max vel: 1.1959, Min density: 1.4086e+00, Min pressure: 1.3408e+01
Time: 0.230010, dt: 0.000010, Target: 0.240000, Max vel: 1.1923, Min density: 1.4091e+00, Min pressure: 1.3435e+01
Time: 0.231001, dt: 0.000010, Target: 0.240000, Max vel: 1.1885, Min density: 1.4097e+00, Min pressure: 1.3462e+01
Time: 0.232003, dt: 0.000010, Target: 0.240000, Max vel: 1.1845, Min density: 1.4102e+00, Min pressure: 1.3488e+01
Time: 0.233004, dt: 0.000010, Target: 0.240000, Max vel: 1.1804, Min density: 1.4107e+00, Min pressure: 1.3515e+01
Time: 0.234005, dt: 0.000010, Target: 0.240000, Max vel: 1.1761, Min density: 1.4113e+00, Min pressure: 1.3542e+01
Time: 0.235007, dt: 0.000010, Target: 0.240000, Max vel: 1.1717, Min density: 1.4118e+00, Min pressure: 1.3569e+01
Time: 0.236008, dt: 0.000010, Target: 0.240000, Max vel: 1.1672, Min density: 1.4123e+00, Min pressure: 1.3596e+01
Time: 0.237009, dt: 0.000010, Target: 0.240000, Max vel: 1.1625, Min density: 1.4128e+00, Min pressure: 1.3623e+01
Time: 0.238001, dt: 0.000010, Target: 0.240000, Max vel: 1.1578, Min density: 1.4134e+00, Min pressure: 1.3650e+01
Time: 0.239003, dt: 0.000010, Target: 0.240000, Max vel: 1.1529, Min density: 1.4139e+00, Min pressure: 1.3678e+01
Time: 0.240010, dt: 0.000010, Target: 0.250000, Max vel: 1.1479, Min density: 1.4144e+00, Min pressure: 1.3705e+01
Time: 0.241001, dt: 0.000010, Target: 0.250000, Max vel: 1.1429, Min density: 1.4149e+00, Min pressure: 1.3732e+01
Time: 0.242003, dt: 0.000010, Target: 0.250000, Max vel: 1.1377, Min density: 1.4154e+00, Min pressure: 1.3760e+01
Time: 0.243004, dt: 0.000010, Target: 0.250000, Max vel: 1.1325, Min density: 1.4159e+00, Min pressure: 1.3787e+01
Time: 0.244005, dt: 0.000010, Target: 0.250000, Max vel: 1.1272, Min density: 1.4163e+00, Min pressure: 1.3815e+01
Time: 0.245007, dt: 0.000010, Target: 0.250000, Max vel: 1.1218, Min density: 1.4168e+00, Min pressure: 1.3842e+01
Time: 0.246008, dt: 0.000010, Target: 0.250000, Max vel: 1.1164, Min density: 1.4173e+00, Min pressure: 1.3870e+01
Time: 0.247010, dt: 0.000010, Target: 0.250000, Max vel: 1.1109, Min density: 1.4178e+00, Min pressure: 1.3898e+01
Time: 0.248001, dt: 0.000010, Target: 0.250000, Max vel: 1.1054, Min density: 1.4182e+00, Min pressure: 1.3925e+01
Time: 0.249003, dt: 0.000010, Target: 0.250000, Max vel: 1.0999, Min density: 1.4187e+00, Min pressure: 1.3953e+01
Time: 0.250010, dt: 0.000010, Target: 0.260000, Max vel: 1.0943, Min density: 1.4191e+00, Min pressure: 1.3981e+01
Time: 0.251001, dt: 0.000010, Target: 0.260000, Max vel: 1.0887, Min density: 1.4196e+00, Min pressure: 1.4009e+01
Time: 0.252003, dt: 0.000010, Target: 0.260000, Max vel: 1.0831, Min density: 1.4200e+00, Min pressure: 1.4037e+01
Time: 0.253004, dt: 0.000010, Target: 0.260000, Max vel: 1.0775, Min density: 1.4205e+00, Min pressure: 1.4065e+01
Time: 0.254005, dt: 0.000010, Target: 0.260000, Max vel: 1.0719, Min density: 1.4209e+00, Min pressure: 1.4093e+01
Time: 0.255007, dt: 0.000010, Target: 0.260000, Max vel: 1.0664, Min density: 1.4213e+00, Min pressure: 1.4121e+01
Time: 0.256008, dt: 0.000010, Target: 0.260000, Max vel: 1.0608, Min density: 1.4217e+00, Min pressure: 1.4149e+01
Time: 0.257010, dt: 0.000010, Target: 0.260000, Max vel: 1.0553, Min density: 1.4221e+00, Min pressure: 1.4178e+01
Time: 0.258001, dt: 0.000010, Target: 0.260000, Max vel: 1.0499, Min density: 1.4225e+00, Min pressure: 1.4206e+01
Time: 0.259003, dt: 0.000010, Target: 0.260000, Max vel: 1.0445, Min density: 1.4229e+00, Min pressure: 1.4234e+01
Time: 0.260010, dt: 0.000010, Target: 0.270000, Max vel: 1.0442, Min density: 1.4233e+00, Min pressure: 1.4263e+01
Time: 0.261001, dt: 0.000010, Target: 0.270000, Max vel: 1.0454, Min density: 1.4237e+00, Min pressure: 1.4291e+01
Time: 0.262003, dt: 0.000010, Target: 0.270000, Max vel: 1.0466, Min density: 1.4241e+00, Min pressure: 1.4320e+01
Time: 0.263004, dt: 0.000010, Target: 0.270000, Max vel: 1.0479, Min density: 1.4244e+00, Min pressure: 1.4348e+01
Time: 0.264005, dt: 0.000010, Target: 0.270000, Max vel: 1.0491, Min density: 1.4248e+00, Min pressure: 1.4377e+01
Time: 0.265007, dt: 0.000010, Target: 0.270000, Max vel: 1.0503, Min density: 1.4251e+00, Min pressure: 1.4406e+01
Time: 0.266008, dt: 0.000010, Target: 0.270000, Max vel: 1.0515, Min density: 1.4255e+00, Min pressure: 1.4434e+01
Time: 0.267009, dt: 0.000010, Target: 0.270000, Max vel: 1.0527, Min density: 1.4258e+00, Min pressure: 1.4463e+01
Time: 0.268001, dt: 0.000010, Target: 0.270000, Max vel: 1.0539, Min density: 1.4261e+00, Min pressure: 1.4492e+01
Time: 0.269003, dt: 0.000010, Target: 0.270000, Max vel: 1.0550, Min density: 1.4264e+00, Min pressure: 1.4521e+01
Time: 0.270010, dt: 0.000010, Target: 0.280000, Max vel: 1.0562, Min density: 1.4267e+00, Min pressure: 1.4550e+01
Time: 0.271001, dt: 0.000010, Target: 0.280000, Max vel: 1.0573, Min density: 1.4270e+00, Min pressure: 1.4578e+01
Time: 0.272003, dt: 0.000010, Target: 0.280000, Max vel: 1.0585, Min density: 1.4273e+00, Min pressure: 1.4607e+01
Time: 0.273004, dt: 0.000010, Target: 0.280000, Max vel: 1.0596, Min density: 1.4276e+00, Min pressure: 1.4636e+01
Time: 0.274005, dt: 0.000010, Target: 0.280000, Max vel: 1.0608, Min density: 1.4279e+00, Min pressure: 1.4665e+01
Time: 0.275007, dt: 0.000010, Target: 0.280000, Max vel: 1.0619, Min density: 1.4281e+00, Min pressure: 1.4695e+01
Time: 0.276008, dt: 0.000010, Target: 0.280000, Max vel: 1.0630, Min density: 1.4284e+00, Min pressure: 1.4724e+01
Time: 0.277009, dt: 0.000010, Target: 0.280000, Max vel: 1.0640, Min density: 1.4286e+00, Min pressure: 1.4753e+01
Time: 0.278001, dt: 0.000010, Target: 0.280000, Max vel: 1.0651, Min density: 1.4289e+00, Min pressure: 1.4782e+01
Time: 0.279003, dt: 0.000010, Target: 0.280000, Max vel: 1.0661, Min density: 1.4291e+00, Min pressure: 1.4811e+01
Time: 0.280000, dt: 0.000010, Target: 0.290000, Max vel: 1.0672, Min density: 1.4293e+00, Min pressure: 1.4840e+01
Time: 0.281001, dt: 0.000010, Target: 0.290000, Max vel: 1.0682, Min density: 1.4295e+00, Min pressure: 1.4870e+01
Time: 0.282003, dt: 0.000010, Target: 0.290000, Max vel: 1.0692, Min density: 1.4297e+00, Min pressure: 1.4899e+01
Time: 0.283004, dt: 0.000010, Target: 0.290000, Max vel: 1.0702, Min density: 1.4299e+00, Min pressure: 1.4928e+01
Time: 0.284005, dt: 0.000010, Target: 0.290000, Max vel: 1.0712, Min density: 1.4300e+00, Min pressure: 1.4958e+01
Time: 0.285007, dt: 0.000010, Target: 0.290000, Max vel: 1.0721, Min density: 1.4302e+00, Min pressure: 1.4987e+01
Time: 0.286008, dt: 0.000010, Target: 0.290000, Max vel: 1.0730, Min density: 1.4304e+00, Min pressure: 1.5016e+01
Time: 0.287010, dt: 0.000010, Target: 0.290000, Max vel: 1.0739, Min density: 1.4305e+00, Min pressure: 1.5046e+01
Time: 0.288001, dt: 0.000010, Target: 0.290000, Max vel: 1.0748, Min density: 1.4307e+00, Min pressure: 1.5075e+01
Time: 0.289003, dt: 0.000010, Target: 0.290000, Max vel: 1.0757, Min density: 1.4308e+00, Min pressure: 1.5104e+01
Time: 0.290010, dt: 0.000010, Target: 0.300000, Max vel: 1.0766, Min density: 1.4309e+00, Min pressure: 1.5134e+01
Time: 0.291001, dt: 0.000010, Target: 0.300000, Max vel: 1.0774, Min density: 1.4310e+00, Min pressure: 1.5163e+01
Time: 0.292003, dt: 0.000010, Target: 0.300000, Max vel: 1.0782, Min density: 1.4311e+00, Min pressure: 1.5193e+01
Time: 0.293004, dt: 0.000010, Target: 0.300000, Max vel: 1.0790, Min density: 1.4312e+00, Min pressure: 1.5222e+01
Time: 0.294005, dt: 0.000010, Target: 0.300000, Max vel: 1.0798, Min density: 1.4313e+00, Min pressure: 1.5251e+01
Time: 0.295007, dt: 0.000010, Target: 0.300000, Max vel: 1.0805, Min density: 1.4314e+00, Min pressure: 1.5281e+01
Time: 0.296008, dt: 0.000010, Target: 0.300000, Max vel: 1.0813, Min density: 1.4314e+00, Min pressure: 1.5310e+01
Time: 0.297009, dt: 0.000010, Target: 0.300000, Max vel: 1.0820, Min density: 1.4315e+00, Min pressure: 1.5340e+01
Time: 0.298001, dt: 0.000010, Target: 0.300000, Max vel: 1.0826, Min density: 1.4315e+00, Min pressure: 1.5369e+01
Time: 0.299003, dt: 0.000010, Target: 0.300000, Max vel: 1.0833, Min density: 1.4316e+00, Min pressure: 1.5398e+01
Time: 0.300010, dt: 0.000010, Target: 0.310000, Max vel: 1.0840, Min density: 1.4316e+00, Min pressure: 1.5428e+01
Time: 0.301001, dt: 0.000010, Target: 0.310000, Max vel: 1.0846, Min density: 1.4316e+00, Min pressure: 1.5457e+01
Time: 0.302003, dt: 0.000010, Target: 0.310000, Max vel: 1.0852, Min density: 1.4316e+00, Min pressure: 1.5486e+01
Time: 0.303004, dt: 0.000010, Target: 0.310000, Max vel: 1.0857, Min density: 1.4316e+00, Min pressure: 1.5515e+01
Time: 0.304005, dt: 0.000010, Target: 0.310000, Max vel: 1.0863, Min density: 1.4316e+00, Min pressure: 1.5544e+01
Time: 0.305007, dt: 0.000010, Target: 0.310000, Max vel: 1.0868, Min density: 1.4316e+00, Min pressure: 1.5573e+01
Time: 0.306008, dt: 0.000010, Target: 0.310000, Max vel: 1.0873, Min density: 1.4316e+00, Min pressure: 1.5602e+01
Time: 0.307009, dt: 0.000010, Target: 0.310000, Max vel: 1.0878, Min density: 1.4316e+00, Min pressure: 1.5631e+01
Time: 0.308001, dt: 0.000010, Target: 0.310000, Max vel: 1.0883, Min density: 1.4315e+00, Min pressure: 1.5660e+01
Time: 0.309003, dt: 0.000010, Target: 0.310000, Max vel: 1.0887, Min density: 1.4315e+00, Min pressure: 1.5688e+01
Time: 0.310000, dt: 0.000010, Target: 0.320000, Max vel: 1.0891, Min density: 1.4314e+00, Min pressure: 1.5717e+01
Time: 0.311001, dt: 0.000010, Target: 0.320000, Max vel: 1.0895, Min density: 1.4314e+00, Min pressure: 1.5745e+01
Time: 0.312003, dt: 0.000010, Target: 0.320000, Max vel: 1.0899, Min density: 1.4313e+00, Min pressure: 1.5774e+01
Time: 0.313004, dt: 0.000010, Target: 0.320000, Max vel: 1.0902, Min density: 1.4312e+00, Min pressure: 1.5802e+01
Time: 0.314005, dt: 0.000010, Target: 0.320000, Max vel: 1.0905, Min density: 1.4311e+00, Min pressure: 1.5830e+01
Time: 0.315007, dt: 0.000010, Target: 0.320000, Max vel: 1.0908, Min density: 1.4310e+00, Min pressure: 1.5858e+01
Time: 0.316008, dt: 0.000010, Target: 0.320000, Max vel: 1.0911, Min density: 1.4309e+00, Min pressure: 1.5885e+01
Time: 0.317010, dt: 0.000010, Target: 0.320000, Max vel: 1.0914, Min density: 1.4308e+00, Min pressure: 1.5913e+01
Time: 0.318001, dt: 0.000010, Target: 0.320000, Max vel: 1.0916, Min density: 1.4307e+00, Min pressure: 1.5940e+01
Time: 0.319003, dt: 0.000010, Target: 0.320000, Max vel: 1.0918, Min density: 1.4306e+00, Min pressure: 1.5966e+01
Time: 0.320010, dt: 0.000010, Target: 0.330000, Max vel: 1.0920, Min density: 1.4305e+00, Min pressure: 1.5992e+01
Time: 0.321001, dt: 0.000010, Target: 0.330000, Max vel: 1.0921, Min density: 1.4303e+00, Min pressure: 1.6018e+01
Time: 0.322003, dt: 0.000010, Target: 0.330000, Max vel: 1.0923, Min density: 1.4302e+00, Min pressure: 1.6042e+01
Time: 0.323004, dt: 0.000010, Target: 0.330000, Max vel: 1.0924, Min density: 1.4301e+00, Min pressure: 1.6057e+01
Time: 0.324005, dt: 0.000010, Target: 0.330000, Max vel: 1.0924, Min density: 1.4299e+00, Min pressure: 1.6064e+01
Time: 0.325007, dt: 0.000010, Target: 0.330000, Max vel: 1.0933, Min density: 1.4297e+00, Min pressure: 1.6069e+01
Time: 0.326008, dt: 0.000010, Target: 0.330000, Max vel: 1.0947, Min density: 1.4296e+00, Min pressure: 1.6072e+01
Time: 0.327009, dt: 0.000010, Target: 0.330000, Max vel: 1.0961, Min density: 1.4294e+00, Min pressure: 1.6074e+01
Time: 0.328001, dt: 0.000010, Target: 0.330000, Max vel: 1.0975, Min density: 1.4292e+00, Min pressure: 1.6075e+01
Time: 0.329003, dt: 0.000010, Target: 0.330000, Max vel: 1.0988, Min density: 1.4290e+00, Min pressure: 1.6075e+01
Time: 0.330010, dt: 0.000010, Target: 0.340000, Max vel: 1.1002, Min density: 1.4288e+00, Min pressure: 1.6074e+01
Time: 0.331001, dt: 0.000010, Target: 0.340000, Max vel: 1.1015, Min density: 1.4286e+00, Min pressure: 1.6072e+01
Time: 0.332003, dt: 0.000010, Target: 0.340000, Max vel: 1.1028, Min density: 1.4284e+00, Min pressure: 1.6070e+01
Time: 0.333004, dt: 0.000010, Target: 0.340000, Max vel: 1.1040, Min density: 1.4282e+00, Min pressure: 1.6067e+01
Time: 0.334005, dt: 0.000010, Target: 0.340000, Max vel: 1.1053, Min density: 1.4280e+00, Min pressure: 1.6063e+01
Time: 0.335007, dt: 0.000010, Target: 0.340000, Max vel: 1.1065, Min density: 1.4278e+00, Min pressure: 1.6059e+01
Time: 0.336008, dt: 0.000010, Target: 0.340000, Max vel: 1.1077, Min density: 1.4276e+00, Min pressure: 1.6055e+01
Time: 0.337009, dt: 0.000010, Target: 0.340000, Max vel: 1.1089, Min density: 1.4273e+00, Min pressure: 1.6050e+01
Time: 0.338001, dt: 0.000010, Target: 0.340000, Max vel: 1.1101, Min density: 1.4271e+00, Min pressure: 1.6044e+01
Time: 0.339003, dt: 0.000010, Target: 0.340000, Max vel: 1.1112, Min density: 1.4269e+00, Min pressure: 1.6039e+01
Time: 0.340000, dt: 0.000010, Target: 0.350000, Max vel: 1.1123, Min density: 1.4266e+00, Min pressure: 1.6032e+01
Time: 0.341001, dt: 0.000010, Target: 0.350000, Max vel: 1.1134, Min density: 1.4264e+00, Min pressure: 1.6026e+01
Time: 0.342003, dt: 0.000010, Target: 0.350000, Max vel: 1.1145, Min density: 1.4261e+00, Min pressure: 1.6019e+01
Time: 0.343004, dt: 0.000010, Target: 0.350000, Max vel: 1.1155, Min density: 1.4258e+00, Min pressure: 1.6012e+01
Time: 0.344005, dt: 0.000010, Target: 0.350000, Max vel: 1.1165, Min density: 1.4256e+00, Min pressure: 1.6005e+01
Time: 0.345007, dt: 0.000010, Target: 0.350000, Max vel: 1.1175, Min density: 1.4253e+00, Min pressure: 1.5997e+01
Time: 0.346008, dt: 0.000010, Target: 0.350000, Max vel: 1.1185, Min density: 1.4250e+00, Min pressure: 1.5989e+01
Time: 0.347010, dt: 0.000010, Target: 0.350000, Max vel: 1.1195, Min density: 1.4248e+00, Min pressure: 1.5981e+01
Time: 0.348001, dt: 0.000010, Target: 0.350000, Max vel: 1.1204, Min density: 1.4245e+00, Min pressure: 1.5973e+01
Time: 0.349003, dt: 0.000010, Target: 0.350000, Max vel: 1.1213, Min density: 1.4242e+00, Min pressure: 1.5964e+01
Time: 0.350010, dt: 0.000010, Target: 0.360000, Max vel: 1.1221, Min density: 1.4239e+00, Min pressure: 1.5955e+01
Time: 0.351001, dt: 0.000010, Target: 0.360000, Max vel: 1.1230, Min density: 1.4236e+00, Min pressure: 1.5947e+01
Time: 0.352003, dt: 0.000010, Target: 0.360000, Max vel: 1.1238, Min density: 1.4233e+00, Min pressure: 1.5938e+01
Time: 0.353004, dt: 0.000010, Target: 0.360000, Max vel: 1.1246, Min density: 1.4230e+00, Min pressure: 1.5928e+01
Time: 0.354005, dt: 0.000010, Target: 0.360000, Max vel: 1.1253, Min density: 1.4227e+00, Min pressure: 1.5919e+01
Time: 0.355007, dt: 0.000010, Target: 0.360000, Max vel: 1.1261, Min density: 1.4224e+00, Min pressure: 1.5910e+01
Time: 0.356008, dt: 0.000010, Target: 0.360000, Max vel: 1.1268, Min density: 1.4221e+00, Min pressure: 1.5900e+01
Time: 0.357010, dt: 0.000010, Target: 0.360000, Max vel: 1.1275, Min density: 1.4218e+00, Min pressure: 1.5890e+01
Time: 0.358001, dt: 0.000010, Target: 0.360000, Max vel: 1.1281, Min density: 1.4215e+00, Min pressure: 1.5880e+01
Time: 0.359003, dt: 0.000010, Target: 0.360000, Max vel: 1.1288, Min density: 1.4212e+00, Min pressure: 1.5870e+01
Time: 0.360010, dt: 0.000010, Target: 0.370000, Max vel: 1.1294, Min density: 1.4208e+00, Min pressure: 1.5860e+01
Time: 0.361001, dt: 0.000010, Target: 0.370000, Max vel: 1.1300, Min density: 1.4205e+00, Min pressure: 1.5850e+01
Time: 0.362003, dt: 0.000010, Target: 0.370000, Max vel: 1.1305, Min density: 1.4202e+00, Min pressure: 1.5840e+01
Time: 0.363004, dt: 0.000010, Target: 0.370000, Max vel: 1.1310, Min density: 1.4199e+00, Min pressure: 1.5830e+01
Time: 0.364005, dt: 0.000010, Target: 0.370000, Max vel: 1.1315, Min density: 1.4196e+00, Min pressure: 1.5819e+01
Time: 0.365007, dt: 0.000010, Target: 0.370000, Max vel: 1.1320, Min density: 1.4192e+00, Min pressure: 1.5809e+01
Time: 0.366008, dt: 0.000010, Target: 0.370000, Max vel: 1.1325, Min density: 1.4189e+00, Min pressure: 1.5798e+01
Time: 0.367009, dt: 0.000010, Target: 0.370000, Max vel: 1.1329, Min density: 1.4186e+00, Min pressure: 1.5788e+01
Time: 0.368001, dt: 0.000010, Target: 0.370000, Max vel: 1.1333, Min density: 1.4182e+00, Min pressure: 1.5777e+01
Time: 0.369003, dt: 0.000010, Target: 0.370000, Max vel: 1.1337, Min density: 1.4179e+00, Min pressure: 1.5767e+01
Time: 0.370000, dt: 0.000010, Target: 0.380000, Max vel: 1.1340, Min density: 1.4176e+00, Min pressure: 1.5756e+01
Time: 0.371001, dt: 0.000010, Target: 0.380000, Max vel: 1.1343, Min density: 1.4173e+00, Min pressure: 1.5745e+01
Time: 0.372003, dt: 0.000010, Target: 0.380000, Max vel: 1.1346, Min density: 1.4169e+00, Min pressure: 1.5734e+01
Time: 0.373004, dt: 0.000010, Target: 0.380000, Max vel: 1.1349, Min density: 1.4166e+00, Min pressure: 1.5724e+01
Time: 0.374005, dt: 0.000010, Target: 0.380000, Max vel: 1.1351, Min density: 1.4163e+00, Min pressure: 1.5713e+01
Time: 0.375007, dt: 0.000010, Target: 0.380000, Max vel: 1.1353, Min density: 1.4159e+00, Min pressure: 1.5702e+01
Time: 0.376008, dt: 0.000010, Target: 0.380000, Max vel: 1.1355, Min density: 1.4156e+00, Min pressure: 1.5691e+01
Time: 0.377010, dt: 0.000010, Target: 0.380000, Max vel: 1.1357, Min density: 1.4153e+00, Min pressure: 1.5680e+01
Time: 0.378001, dt: 0.000010, Target: 0.380000, Max vel: 1.1358, Min density: 1.4149e+00, Min pressure: 1.5669e+01
Time: 0.379003, dt: 0.000010, Target: 0.380000, Max vel: 1.1359, Min density: 1.4146e+00, Min pressure: 1.5658e+01
Time: 0.380010, dt: 0.000010, Target: 0.390000, Max vel: 1.1360, Min density: 1.4143e+00, Min pressure: 1.5647e+01
Time: 0.381001, dt: 0.000010, Target: 0.390000, Max vel: 1.1360, Min density: 1.4140e+00, Min pressure: 1.5636e+01
Time: 0.382003, dt: 0.000010, Target: 0.390000, Max vel: 1.1361, Min density: 1.4136e+00, Min pressure: 1.5625e+01
Time: 0.383004, dt: 0.000010, Target: 0.390000, Max vel: 1.1361, Min density: 1.4133e+00, Min pressure: 1.5614e+01
Time: 0.384005, dt: 0.000010, Target: 0.390000, Max vel: 1.1360, Min density: 1.4130e+00, Min pressure: 1.5603e+01
Time: 0.385007, dt: 0.000010, Target: 0.390000, Max vel: 1.1360, Min density: 1.4127e+00, Min pressure: 1.5593e+01
Time: 0.386008, dt: 0.000010, Target: 0.390000, Max vel: 1.1359, Min density: 1.4124e+00, Min pressure: 1.5582e+01
Time: 0.387010, dt: 0.000010, Target: 0.390000, Max vel: 1.1358, Min density: 1.4121e+00, Min pressure: 1.5571e+01
Time: 0.388001, dt: 0.000010, Target: 0.390000, Max vel: 1.1357, Min density: 1.4118e+00, Min pressure: 1.5560e+01
Time: 0.389003, dt: 0.000010, Target: 0.390000, Max vel: 1.1356, Min density: 1.4114e+00, Min pressure: 1.5549e+01
Time: 0.390010, dt: 0.000010, Target: 0.400000, Max vel: 1.1354, Min density: 1.4111e+00, Min pressure: 1.5538e+01
Time: 0.391001, dt: 0.000010, Target: 0.400000, Max vel: 1.1352, Min density: 1.4108e+00, Min pressure: 1.5527e+01
Time: 0.392003, dt: 0.000010, Target: 0.400000, Max vel: 1.1350, Min density: 1.4106e+00, Min pressure: 1.5516e+01
Time: 0.393004, dt: 0.000010, Target: 0.400000, Max vel: 1.1347, Min density: 1.4103e+00, Min pressure: 1.5505e+01
Time: 0.394005, dt: 0.000010, Target: 0.400000, Max vel: 1.1345, Min density: 1.4100e+00, Min pressure: 1.5494e+01
Time: 0.395007, dt: 0.000010, Target: 0.400000, Max vel: 1.1342, Min density: 1.4097e+00, Min pressure: 1.5483e+01
Time: 0.396008, dt: 0.000010, Target: 0.400000, Max vel: 1.1338, Min density: 1.4094e+00, Min pressure: 1.5473e+01
Time: 0.397009, dt: 0.000010, Target: 0.400000, Max vel: 1.1335, Min density: 1.4091e+00, Min pressure: 1.5462e+01
Time: 0.398001, dt: 0.000010, Target: 0.400000, Max vel: 1.1331, Min density: 1.4089e+00, Min pressure: 1.5451e+01
Time: 0.399003, dt: 0.000010, Target: 0.400000, Max vel: 1.1328, Min density: 1.4086e+00, Min pressure: 1.5440e+01
Time: 0.400010, dt: 0.000010, Target: 0.410000, Max vel: 1.1323, Min density: 1.4084e+00, Min pressure: 1.5430e+01
Time: 0.401001, dt: 0.000010, Target: 0.410000, Max vel: 1.1319, Min density: 1.4081e+00, Min pressure: 1.5419e+01
Time: 0.402003, dt: 0.000010, Target: 0.410000, Max vel: 1.1314, Min density: 1.4079e+00, Min pressure: 1.5408e+01
Time: 0.403004, dt: 0.000010, Target: 0.410000, Max vel: 1.1310, Min density: 1.4076e+00, Min pressure: 1.5398e+01
Time: 0.404005, dt: 0.000010, Target: 0.410000, Max vel: 1.1305, Min density: 1.4074e+00, Min pressure: 1.5387e+01
Time: 0.405007, dt: 0.000010, Target: 0.410000, Max vel: 1.1299, Min density: 1.4072e+00, Min pressure: 1.5377e+01
Time: 0.406008, dt: 0.000010, Target: 0.410000, Max vel: 1.1294, Min density: 1.4069e+00, Min pressure: 1.5366e+01
Time: 0.407009, dt: 0.000010, Target: 0.410000, Max vel: 1.1288, Min density: 1.4067e+00, Min pressure: 1.5356e+01
Time: 0.408001, dt: 0.000010, Target: 0.410000, Max vel: 1.1282, Min density: 1.4065e+00, Min pressure: 1.5345e+01
Time: 0.409003, dt: 0.000010, Target: 0.410000, Max vel: 1.1276, Min density: 1.4063e+00, Min pressure: 1.5335e+01
Time: 0.410010, dt: 0.000010, Target: 0.420000, Max vel: 1.1270, Min density: 1.4061e+00, Min pressure: 1.5324e+01
Time: 0.411001, dt: 0.000010, Target: 0.420000, Max vel: 1.1263, Min density: 1.4059e+00, Min pressure: 1.5314e+01
Time: 0.412003, dt: 0.000010, Target: 0.420000, Max vel: 1.1256, Min density: 1.4058e+00, Min pressure: 1.5304e+01
Time: 0.413004, dt: 0.000010, Target: 0.420000, Max vel: 1.1249, Min density: 1.4056e+00, Min pressure: 1.5294e+01
Time: 0.414005, dt: 0.000010, Target: 0.420000, Max vel: 1.1242, Min density: 1.4054e+00, Min pressure: 1.5284e+01
Time: 0.415007, dt: 0.000010, Target: 0.420000, Max vel: 1.1235, Min density: 1.4053e+00, Min pressure: 1.5273e+01
Time: 0.416008, dt: 0.000010, Target: 0.420000, Max vel: 1.1227, Min density: 1.4051e+00, Min pressure: 1.5263e+01
Time: 0.417010, dt: 0.000010, Target: 0.420000, Max vel: 1.1219, Min density: 1.4050e+00, Min pressure: 1.5253e+01
Time: 0.418001, dt: 0.000010, Target: 0.420000, Max vel: 1.1211, Min density: 1.4048e+00, Min pressure: 1.5243e+01
