Loaded data with shape: (100, 201, 1024)
##### Running the solver on the given dataset #####
Starting solver for Burgers' equation
Using device: cuda
Internal time step dt_internal = 5.992112452678286e-07
Internal step: 1067000 Current time: 0.6363216638565063
Internal step: 1068000 Current time: 0.6369177103042603
Internal step: 1069000 Current time: 0.6375137567520142
Internal step: 1070000 Current time: 0.6381098031997681
Internal step: 1071000 Current time: 0.638705849647522
Internal step: 1072000 Current time: 0.6393018960952759
Internal step: 1073000 Current time: 0.6398979425430298
Recorded solution at t = 0.6399999856948853 for output index 64
Internal step: 1074000 Current time: 0.6404935121536255
Internal step: 1075000 Current time: 0.6410895586013794
Internal step: 1076000 Current time: 0.6416856050491333
Internal step: 1077000 Current time: 0.6422816514968872
Internal step: 1078000 Current time: 0.6428776979446411
Internal step: 1079000 Current time: 0.643473744392395
Internal step: 1080000 Current time: 0.6440697908401489
Internal step: 1081000 Current time: 0.6446658372879028
Internal step: 1082000 Current time: 0.6452618837356567
Internal step: 1083000 Current time: 0.6458579301834106
Internal step: 1084000 Current time: 0.6464539766311646
Internal step: 1085000 Current time: 0.6470500230789185
Internal step: 1086000 Current time: 0.6476460695266724
Internal step: 1087000 Current time: 0.6482421159744263
Internal step: 1088000 Current time: 0.6488381624221802
Internal step: 1089000 Current time: 0.6494342088699341
Recorded solution at t = 0.6499999761581421 for output index 65
Internal step: 1090000 Current time: 0.6500297784805298
Internal step: 1091000 Current time: 0.6506258249282837
Internal step: 1092000 Current time: 0.6512218713760376
Internal step: 1093000 Current time: 0.6518179178237915
Internal step: 1094000 Current time: 0.6524139642715454
Internal step: 1095000 Current time: 0.6530100107192993
Internal step: 1096000 Current time: 0.6536060571670532
Internal step: 1097000 Current time: 0.6542021036148071
Internal step: 1098000 Current time: 0.654798150062561
Internal step: 1099000 Current time: 0.6553941965103149
Internal step: 1100000 Current time: 0.6559902429580688
Internal step: 1101000 Current time: 0.6565862894058228
Internal step: 1102000 Current time: 0.6571823358535767
Internal step: 1103000 Current time: 0.6577783823013306
Internal step: 1104000 Current time: 0.6583744287490845
Internal step: 1105000 Current time: 0.6589704751968384
Internal step: 1106000 Current time: 0.6595665216445923
Recorded solution at t = 0.6599999666213989 for output index 66
Internal step: 1107000 Current time: 0.660162091255188
Internal step: 1108000 Current time: 0.6607581377029419
Internal step: 1109000 Current time: 0.6613541841506958
Internal step: 1110000 Current time: 0.6619502305984497
Internal step: 1111000 Current time: 0.6625462770462036
Internal step: 1112000 Current time: 0.6631423234939575
Internal step: 1113000 Current time: 0.6637383699417114
Internal step: 1114000 Current time: 0.6643344163894653
Internal step: 1115000 Current time: 0.6649304628372192
Internal step: 1116000 Current time: 0.6655265092849731
Internal step: 1117000 Current time: 0.666122555732727
Internal step: 1118000 Current time: 0.666718602180481
Internal step: 1119000 Current time: 0.6673146486282349
Internal step: 1120000 Current time: 0.6679106950759888
Internal step: 1121000 Current time: 0.6685067415237427
Internal step: 1122000 Current time: 0.6691027879714966
Internal step: 1123000 Current time: 0.6696988344192505
Recorded solution at t = 0.6699999570846558 for output index 67
Internal step: 1124000 Current time: 0.6702944040298462
Internal step: 1125000 Current time: 0.6708904504776001
Internal step: 1126000 Current time: 0.671486496925354
Internal step: 1127000 Current time: 0.6720825433731079
Internal step: 1128000 Current time: 0.6726785898208618
Internal step: 1129000 Current time: 0.6732746362686157
Internal step: 1130000 Current time: 0.6738706827163696
Internal step: 1131000 Current time: 0.6744667291641235
Internal step: 1132000 Current time: 0.6750627756118774
Internal step: 1133000 Current time: 0.6756588220596313
Internal step: 1134000 Current time: 0.6762548685073853
Internal step: 1135000 Current time: 0.6768509149551392
Internal step: 1136000 Current time: 0.6774469614028931
Internal step: 1137000 Current time: 0.678043007850647
Internal step: 1138000 Current time: 0.6786390542984009
Internal step: 1139000 Current time: 0.6792351007461548
Internal step: 1140000 Current time: 0.6798311471939087
Recorded solution at t = 0.6800000071525574 for output index 68
Internal step: 1141000 Current time: 0.6804267764091492
Internal step: 1142000 Current time: 0.6810228228569031
Internal step: 1143000 Current time: 0.681618869304657
Internal step: 1144000 Current time: 0.6822149157524109
Internal step: 1145000 Current time: 0.6828109622001648
Internal step: 1146000 Current time: 0.6834070086479187
Internal step: 1147000 Current time: 0.6840030550956726
Internal step: 1148000 Current time: 0.6845991015434265
Internal step: 1149000 Current time: 0.6851951479911804
Internal step: 1150000 Current time: 0.6857911944389343
Internal step: 1151000 Current time: 0.6863872408866882
Internal step: 1152000 Current time: 0.6869832873344421
Internal step: 1153000 Current time: 0.687579333782196
Internal step: 1154000 Current time: 0.68817538022995
Internal step: 1155000 Current time: 0.6887714266777039
Internal step: 1156000 Current time: 0.6893674731254578
Internal step: 1157000 Current time: 0.6899635195732117
Recorded solution at t = 0.6899999976158142 for output index 69
Internal step: 1158000 Current time: 0.6905590891838074
Internal step: 1159000 Current time: 0.6911551356315613
Internal step: 1160000 Current time: 0.6917511820793152
Internal step: 1161000 Current time: 0.6923472285270691
Internal step: 1162000 Current time: 0.692943274974823
Internal step: 1163000 Current time: 0.6935393214225769
Internal step: 1164000 Current time: 0.6941353678703308
Internal step: 1165000 Current time: 0.6947314143180847
Internal step: 1166000 Current time: 0.6953274607658386
Internal step: 1167000 Current time: 0.6959235072135925
Internal step: 1168000 Current time: 0.6965195536613464
Internal step: 1169000 Current time: 0.6971156001091003
Internal step: 1170000 Current time: 0.6977116465568542
Internal step: 1171000 Current time: 0.6983076930046082
Internal step: 1172000 Current time: 0.6989037394523621
Internal step: 1173000 Current time: 0.699499785900116
Recorded solution at t = 0.699999988079071 for output index 70
Internal step: 1174000 Current time: 0.7000953555107117
Internal step: 1175000 Current time: 0.7006914019584656
Internal step: 1176000 Current time: 0.7012874484062195
Internal step: 1177000 Current time: 0.7018834948539734
Internal step: 1178000 Current time: 0.7024795413017273
Internal step: 1179000 Current time: 0.7030755877494812
Internal step: 1180000 Current time: 0.7036716341972351
Internal step: 1181000 Current time: 0.704267680644989
Internal step: 1182000 Current time: 0.7048637270927429
Internal step: 1183000 Current time: 0.7054597735404968
Internal step: 1184000 Current time: 0.7060558199882507
Internal step: 1185000 Current time: 0.7066518664360046
Internal step: 1186000 Current time: 0.7072479128837585
Internal step: 1187000 Current time: 0.7078439593315125
Internal step: 1188000 Current time: 0.7084400057792664
Internal step: 1189000 Current time: 0.7090360522270203
Internal step: 1190000 Current time: 0.7096320986747742
Recorded solution at t = 0.7099999785423279 for output index 71
Internal step: 1191000 Current time: 0.7102276682853699
Internal step: 1192000 Current time: 0.7108237147331238
Internal step: 1193000 Current time: 0.7114197611808777
Internal step: 1194000 Current time: 0.7120158076286316
Internal step: 1195000 Current time: 0.7126118540763855
Internal step: 1196000 Current time: 0.7132079005241394
Internal step: 1197000 Current time: 0.7138039469718933
Internal step: 1198000 Current time: 0.7143999934196472
Internal step: 1199000 Current time: 0.7149960398674011
Internal step: 1200000 Current time: 0.715592086315155
Internal step: 1201000 Current time: 0.7161881327629089
Internal step: 1202000 Current time: 0.7167841792106628
Internal step: 1203000 Current time: 0.7173802256584167
Internal step: 1204000 Current time: 0.7179762721061707
Internal step: 1205000 Current time: 0.7185723185539246
Internal step: 1206000 Current time: 0.7191683650016785
Internal step: 1207000 Current time: 0.7197644114494324
Recorded solution at t = 0.7199999690055847 for output index 72
Internal step: 1208000 Current time: 0.7203599810600281
Internal step: 1209000 Current time: 0.720956027507782
Internal step: 1210000 Current time: 0.7215520739555359
Internal step: 1211000 Current time: 0.7221481204032898
Internal step: 1212000 Current time: 0.7227441668510437
Internal step: 1213000 Current time: 0.7233402132987976
Internal step: 1214000 Current time: 0.7239362597465515
Internal step: 1215000 Current time: 0.7245323061943054
Internal step: 1216000 Current time: 0.7251283526420593
Internal step: 1217000 Current time: 0.7257243990898132
Internal step: 1218000 Current time: 0.7263204455375671
Internal step: 1219000 Current time: 0.726916491985321
Internal step: 1220000 Current time: 0.727512538433075
Internal step: 1221000 Current time: 0.7281085848808289
Internal step: 1222000 Current time: 0.7287046313285828
Internal step: 1223000 Current time: 0.7293006777763367
Internal step: 1224000 Current time: 0.7298967242240906
Recorded solution at t = 0.7299999594688416 for output index 73
Internal step: 1225000 Current time: 0.7304922938346863
Internal step: 1226000 Current time: 0.7310883402824402
Internal step: 1227000 Current time: 0.7316843867301941
Internal step: 1228000 Current time: 0.732280433177948
Internal step: 1229000 Current time: 0.7328764796257019
Internal step: 1230000 Current time: 0.7334725260734558
Internal step: 1231000 Current time: 0.7340685725212097
Internal step: 1232000 Current time: 0.7346646189689636
Internal step: 1233000 Current time: 0.7352606654167175
Internal step: 1234000 Current time: 0.7358567118644714
Internal step: 1235000 Current time: 0.7364527583122253
Internal step: 1236000 Current time: 0.7370488047599792
Internal step: 1237000 Current time: 0.7376448512077332
Internal step: 1238000 Current time: 0.7382408976554871
Internal step: 1239000 Current time: 0.738836944103241
Internal step: 1240000 Current time: 0.7394329905509949
Recorded solution at t = 0.7400000095367432 for output index 74
Internal step: 1241000 Current time: 0.7400286197662354
Internal step: 1242000 Current time: 0.7406246662139893
Internal step: 1243000 Current time: 0.7412207126617432
Internal step: 1244000 Current time: 0.7418167591094971
Internal step: 1245000 Current time: 0.742412805557251
Internal step: 1246000 Current time: 0.7430088520050049
Internal step: 1247000 Current time: 0.7436048984527588
Internal step: 1248000 Current time: 0.7442009449005127
Internal step: 1249000 Current time: 0.7447969913482666
Internal step: 1250000 Current time: 0.7453930377960205
Internal step: 1251000 Current time: 0.7459890842437744
Internal step: 1252000 Current time: 0.7465851306915283
Internal step: 1253000 Current time: 0.7471811771392822
Internal step: 1254000 Current time: 0.7477772235870361
Internal step: 1255000 Current time: 0.74837327003479
Internal step: 1256000 Current time: 0.748969316482544
Internal step: 1257000 Current time: 0.7495653629302979
Recorded solution at t = 0.75 for output index 75
Internal step: 1258000 Current time: 0.7501609325408936
Internal step: 1259000 Current time: 0.7507569789886475
Internal step: 1260000 Current time: 0.7513530254364014
Internal step: 1261000 Current time: 0.7519490718841553
Internal step: 1262000 Current time: 0.7525451183319092
Internal step: 1263000 Current time: 0.7531411647796631
Internal step: 1264000 Current time: 0.753737211227417
Internal step: 1265000 Current time: 0.7543332576751709
Internal step: 1266000 Current time: 0.7549293041229248
Internal step: 1267000 Current time: 0.7555253505706787
Internal step: 1268000 Current time: 0.7561213970184326
Internal step: 1269000 Current time: 0.7567174434661865
Internal step: 1270000 Current time: 0.7573134899139404
Internal step: 1271000 Current time: 0.7579095363616943
Internal step: 1272000 Current time: 0.7585055828094482
Internal step: 1273000 Current time: 0.7591016292572021
Internal step: 1274000 Current time: 0.759697675704956
Recorded solution at t = 0.7599999904632568 for output index 76
Internal step: 1275000 Current time: 0.7602932453155518
Internal step: 1276000 Current time: 0.7608892917633057
Internal step: 1277000 Current time: 0.7614853382110596
Internal step: 1278000 Current time: 0.7620813846588135
Internal step: 1279000 Current time: 0.7626774311065674
Internal step: 1280000 Current time: 0.7632734775543213
Internal step: 1281000 Current time: 0.7638695240020752
Internal step: 1282000 Current time: 0.7644655704498291
Internal step: 1283000 Current time: 0.765061616897583
Internal step: 1284000 Current time: 0.7656576633453369
Internal step: 1285000 Current time: 0.7662537097930908
Internal step: 1286000 Current time: 0.7668497562408447
Internal step: 1287000 Current time: 0.7674458026885986
Internal step: 1288000 Current time: 0.7680418491363525
Internal step: 1289000 Current time: 0.7686378955841064
Internal step: 1290000 Current time: 0.7692339420318604
Internal step: 1291000 Current time: 0.7698299884796143
Recorded solution at t = 0.7699999809265137 for output index 77
Internal step: 1292000 Current time: 0.77042555809021
Internal step: 1293000 Current time: 0.7710216045379639
Internal step: 1294000 Current time: 0.7716176509857178
Internal step: 1295000 Current time: 0.7722136974334717
Internal step: 1296000 Current time: 0.7728097438812256
Internal step: 1297000 Current time: 0.7734057903289795
Internal step: 1298000 Current time: 0.7740018367767334
Internal step: 1299000 Current time: 0.7745978832244873
Internal step: 1300000 Current time: 0.7751939296722412
Internal step: 1301000 Current time: 0.7757899761199951
Internal step: 1302000 Current time: 0.776386022567749
Internal step: 1303000 Current time: 0.7769820690155029
Internal step: 1304000 Current time: 0.7775781154632568
Internal step: 1305000 Current time: 0.7781741619110107
Internal step: 1306000 Current time: 0.7787702083587646
Internal step: 1307000 Current time: 0.7793662548065186
Internal step: 1308000 Current time: 0.7799623012542725
Recorded solution at t = 0.7799999713897705 for output index 78
Internal step: 1309000 Current time: 0.7805578708648682
Internal step: 1310000 Current time: 0.7811539173126221
Internal step: 1311000 Current time: 0.781749963760376
Internal step: 1312000 Current time: 0.7823460102081299
Internal step: 1313000 Current time: 0.7829420566558838
Internal step: 1314000 Current time: 0.7835381031036377
Internal step: 1315000 Current time: 0.7841341495513916
Internal step: 1316000 Current time: 0.7847301959991455
Internal step: 1317000 Current time: 0.7853262424468994
Internal step: 1318000 Current time: 0.7859222888946533
Internal step: 1319000 Current time: 0.7865183353424072
Internal step: 1320000 Current time: 0.7871143817901611
Internal step: 1321000 Current time: 0.787710428237915
Internal step: 1322000 Current time: 0.788306474685669
Internal step: 1323000 Current time: 0.7889025211334229
Internal step: 1324000 Current time: 0.7894985675811768
Recorded solution at t = 0.7899999618530273 for output index 79
Internal step: 1325000 Current time: 0.7900941371917725
Internal step: 1326000 Current time: 0.7906901836395264
Internal step: 1327000 Current time: 0.7912862300872803
Internal step: 1328000 Current time: 0.7918822765350342
Internal step: 1329000 Current time: 0.7924783229827881
Internal step: 1330000 Current time: 0.793074369430542
Internal step: 1331000 Current time: 0.7936704158782959
Internal step: 1332000 Current time: 0.7942664623260498
Internal step: 1333000 Current time: 0.7948625087738037
Internal step: 1334000 Current time: 0.7954585552215576
Internal step: 1335000 Current time: 0.7960546016693115
Internal step: 1336000 Current time: 0.7966506481170654
Internal step: 1337000 Current time: 0.7972466945648193
Internal step: 1338000 Current time: 0.7978427410125732
Internal step: 1339000 Current time: 0.7984387874603271
Internal step: 1340000 Current time: 0.799034833908081
Internal step: 1341000 Current time: 0.799630880355835
Recorded solution at t = 0.7999999523162842 for output index 80
Internal step: 1342000 Current time: 0.8002264499664307
Internal step: 1343000 Current time: 0.8008224964141846
Internal step: 1344000 Current time: 0.8014185428619385
Internal step: 1345000 Current time: 0.8020145893096924
Internal step: 1346000 Current time: 0.8026106357574463
Internal step: 1347000 Current time: 0.8032066822052002
Internal step: 1348000 Current time: 0.8038027286529541
Internal step: 1349000 Current time: 0.804398775100708
Internal step: 1350000 Current time: 0.8049948215484619
Internal step: 1351000 Current time: 0.8055908679962158
Internal step: 1352000 Current time: 0.8061869144439697
Internal step: 1353000 Current time: 0.8067829608917236
Internal step: 1354000 Current time: 0.8073790073394775
Internal step: 1355000 Current time: 0.8079750537872314
Internal step: 1356000 Current time: 0.8085711002349854
Internal step: 1357000 Current time: 0.8091671466827393
Internal step: 1358000 Current time: 0.8097631931304932
Recorded solution at t = 0.8100000023841858 for output index 81
Internal step: 1359000 Current time: 0.8103588223457336
Internal step: 1360000 Current time: 0.8109548687934875
Internal step: 1361000 Current time: 0.8115509152412415
Internal step: 1362000 Current time: 0.8121469616889954
Internal step: 1363000 Current time: 0.8127430081367493
Internal step: 1364000 Current time: 0.8133390545845032
Internal step: 1365000 Current time: 0.8139351010322571
Internal step: 1366000 Current time: 0.814531147480011
Internal step: 1367000 Current time: 0.8151271939277649
Internal step: 1368000 Current time: 0.8157232403755188
Internal step: 1369000 Current time: 0.8163192868232727
Internal step: 1370000 Current time: 0.8169153332710266
Internal step: 1371000 Current time: 0.8175113797187805
Internal step: 1372000 Current time: 0.8181074261665344
Internal step: 1373000 Current time: 0.8187034726142883
Internal step: 1374000 Current time: 0.8192995190620422
Internal step: 1375000 Current time: 0.8198955655097961
Recorded solution at t = 0.8199999928474426 for output index 82
Internal step: 1376000 Current time: 0.8204911351203918
Internal step: 1377000 Current time: 0.8210871815681458
Internal step: 1378000 Current time: 0.8216832280158997
Internal step: 1379000 Current time: 0.8222792744636536
Internal step: 1380000 Current time: 0.8228753209114075
Internal step: 1381000 Current time: 0.8234713673591614
Internal step: 1382000 Current time: 0.8240674138069153
Internal step: 1383000 Current time: 0.8246634602546692
Internal step: 1384000 Current time: 0.8252595067024231
Internal step: 1385000 Current time: 0.825855553150177
Internal step: 1386000 Current time: 0.8264515995979309
Internal step: 1387000 Current time: 0.8270476460456848
Internal step: 1388000 Current time: 0.8276436924934387
Internal step: 1389000 Current time: 0.8282397389411926
Internal step: 1390000 Current time: 0.8288357853889465
Internal step: 1391000 Current time: 0.8294318318367004
Recorded solution at t = 0.8299999833106995 for output index 83
Internal step: 1392000 Current time: 0.8300274014472961
Internal step: 1393000 Current time: 0.83062344789505
Internal step: 1394000 Current time: 0.831219494342804
Internal step: 1395000 Current time: 0.8318155407905579
Internal step: 1396000 Current time: 0.8324115872383118
Internal step: 1397000 Current time: 0.8330076336860657
Internal step: 1398000 Current time: 0.8336036801338196
Internal step: 1399000 Current time: 0.8341997265815735
Internal step: 1400000 Current time: 0.8347957730293274
Internal step: 1401000 Current time: 0.8353918194770813
Internal step: 1402000 Current time: 0.8359878659248352
Internal step: 1403000 Current time: 0.8365839123725891
Internal step: 1404000 Current time: 0.837179958820343
Internal step: 1405000 Current time: 0.8377760052680969
Internal step: 1406000 Current time: 0.8383720517158508
Internal step: 1407000 Current time: 0.8389680981636047
Internal step: 1408000 Current time: 0.8395641446113586
Recorded solution at t = 0.8399999737739563 for output index 84
Internal step: 1409000 Current time: 0.8401597142219543
Internal step: 1410000 Current time: 0.8407557606697083
Internal step: 1411000 Current time: 0.8413518071174622
Internal step: 1412000 Current time: 0.8419478535652161
Internal step: 1413000 Current time: 0.84254390001297
Internal step: 1414000 Current time: 0.8431399464607239
Internal step: 1415000 Current time: 0.8437359929084778
Internal step: 1416000 Current time: 0.8443320393562317
Internal step: 1417000 Current time: 0.8449280858039856
Internal step: 1418000 Current time: 0.8455241322517395
Internal step: 1419000 Current time: 0.8461201786994934
Internal step: 1420000 Current time: 0.8467162251472473
Internal step: 1421000 Current time: 0.8473122715950012
Internal step: 1422000 Current time: 0.8479083180427551
Internal step: 1423000 Current time: 0.848504364490509
Internal step: 1424000 Current time: 0.8491004109382629
Internal step: 1425000 Current time: 0.8496964573860168
Recorded solution at t = 0.8499999642372131 for output index 85
Internal step: 1426000 Current time: 0.8502920269966125
Internal step: 1427000 Current time: 0.8508880734443665
Internal step: 1428000 Current time: 0.8514841198921204
Internal step: 1429000 Current time: 0.8520801663398743
Internal step: 1430000 Current time: 0.8526762127876282
Internal step: 1431000 Current time: 0.8532722592353821
Internal step: 1432000 Current time: 0.853868305683136
Internal step: 1433000 Current time: 0.8544643521308899
Internal step: 1434000 Current time: 0.8550603985786438
Internal step: 1435000 Current time: 0.8556564450263977
Internal step: 1436000 Current time: 0.8562524914741516
Internal step: 1437000 Current time: 0.8568485379219055
Internal step: 1438000 Current time: 0.8574445843696594
Internal step: 1439000 Current time: 0.8580406308174133
Internal step: 1440000 Current time: 0.8586366772651672
Internal step: 1441000 Current time: 0.8592327237129211
Internal step: 1442000 Current time: 0.859828770160675
Recorded solution at t = 0.85999995470047 for output index 86
Internal step: 1443000 Current time: 0.8604243397712708
Internal step: 1444000 Current time: 0.8610203862190247
Internal step: 1445000 Current time: 0.8616164326667786
Internal step: 1446000 Current time: 0.8622124791145325
Internal step: 1447000 Current time: 0.8628085255622864
Internal step: 1448000 Current time: 0.8634045720100403
Internal step: 1449000 Current time: 0.8640006184577942
Internal step: 1450000 Current time: 0.8645966649055481
Internal step: 1451000 Current time: 0.865192711353302
Internal step: 1452000 Current time: 0.8657887578010559
Internal step: 1453000 Current time: 0.8663848042488098
Internal step: 1454000 Current time: 0.8669808506965637
Internal step: 1455000 Current time: 0.8675768971443176
Internal step: 1456000 Current time: 0.8681729435920715
Internal step: 1457000 Current time: 0.8687689900398254
Internal step: 1458000 Current time: 0.8693650364875793
Internal step: 1459000 Current time: 0.8699610829353333
Recorded solution at t = 0.8700000047683716 for output index 87
Internal step: 1460000 Current time: 0.8705567121505737
Internal step: 1461000 Current time: 0.8711527585983276
Internal step: 1462000 Current time: 0.8717488050460815
Internal step: 1463000 Current time: 0.8723448514938354
Internal step: 1464000 Current time: 0.8729408979415894
Internal step: 1465000 Current time: 0.8735369443893433
Internal step: 1466000 Current time: 0.8741329908370972
Internal step: 1467000 Current time: 0.8747290372848511
Internal step: 1468000 Current time: 0.875325083732605
Internal step: 1469000 Current time: 0.8759211301803589
Internal step: 1470000 Current time: 0.8765171766281128
Internal step: 1471000 Current time: 0.8771132230758667
Internal step: 1472000 Current time: 0.8777092695236206
Internal step: 1473000 Current time: 0.8783053159713745
Internal step: 1474000 Current time: 0.8789013624191284
Internal step: 1475000 Current time: 0.8794974088668823
Recorded solution at t = 0.8799999952316284 for output index 88
Internal step: 1476000 Current time: 0.880092978477478
Internal step: 1477000 Current time: 0.8806890249252319
Internal step: 1478000 Current time: 0.8812850713729858
Internal step: 1479000 Current time: 0.8818811178207397
Internal step: 1480000 Current time: 0.8824771642684937
Internal step: 1481000 Current time: 0.8830732107162476
Internal step: 1482000 Current time: 0.8836692571640015
Internal step: 1483000 Current time: 0.8842653036117554
Internal step: 1484000 Current time: 0.8848613500595093
Internal step: 1485000 Current time: 0.8854573965072632
Internal step: 1486000 Current time: 0.8860534429550171
Internal step: 1487000 Current time: 0.886649489402771
Internal step: 1488000 Current time: 0.8872455358505249
Internal step: 1489000 Current time: 0.8878415822982788
Internal step: 1490000 Current time: 0.8884376287460327
Internal step: 1491000 Current time: 0.8890336751937866
Internal step: 1492000 Current time: 0.8896297216415405
Recorded solution at t = 0.8899999856948853 for output index 89
Internal step: 1493000 Current time: 0.8902252912521362
Internal step: 1494000 Current time: 0.8908213376998901
Internal step: 1495000 Current time: 0.891417384147644
Internal step: 1496000 Current time: 0.892013430595398
Internal step: 1497000 Current time: 0.8926094770431519
Internal step: 1498000 Current time: 0.8932055234909058
Internal step: 1499000 Current time: 0.8938015699386597
Internal step: 1500000 Current time: 0.8943976163864136
Internal step: 1501000 Current time: 0.8949936628341675
Internal step: 1502000 Current time: 0.8955897092819214
Internal step: 1503000 Current time: 0.8961857557296753
Internal step: 1504000 Current time: 0.8967818021774292
Internal step: 1505000 Current time: 0.8973778486251831
Internal step: 1506000 Current time: 0.897973895072937
Internal step: 1507000 Current time: 0.8985699415206909
Internal step: 1508000 Current time: 0.8991659879684448
Internal step: 1509000 Current time: 0.8997620344161987
Recorded solution at t = 0.8999999761581421 for output index 90
Internal step: 1510000 Current time: 0.9003576040267944
Internal step: 1511000 Current time: 0.9009536504745483
Internal step: 1512000 Current time: 0.9015496969223022
Internal step: 1513000 Current time: 0.9021457433700562
Internal step: 1514000 Current time: 0.9027417898178101
Internal step: 1515000 Current time: 0.903337836265564
Internal step: 1516000 Current time: 0.9039338827133179
Internal step: 1517000 Current time: 0.9045299291610718
Internal step: 1518000 Current time: 0.9051259756088257
Internal step: 1519000 Current time: 0.9057220220565796
Internal step: 1520000 Current time: 0.9063180685043335
Internal step: 1521000 Current time: 0.9069141149520874
Internal step: 1522000 Current time: 0.9075101613998413
Internal step: 1523000 Current time: 0.9081062078475952
Internal step: 1524000 Current time: 0.9087022542953491
Internal step: 1525000 Current time: 0.909298300743103
Internal step: 1526000 Current time: 0.9098943471908569
Recorded solution at t = 0.9099999666213989 for output index 91
Internal step: 1527000 Current time: 0.9104899168014526
Internal step: 1528000 Current time: 0.9110859632492065
Internal step: 1529000 Current time: 0.9116820096969604
Internal step: 1530000 Current time: 0.9122780561447144
Internal step: 1531000 Current time: 0.9128741025924683
Internal step: 1532000 Current time: 0.9134701490402222
Internal step: 1533000 Current time: 0.9140661954879761
Internal step: 1534000 Current time: 0.91466224193573
Internal step: 1535000 Current time: 0.9152582883834839
Internal step: 1536000 Current time: 0.9158543348312378
Internal step: 1537000 Current time: 0.9164503812789917
Internal step: 1538000 Current time: 0.9170464277267456
Internal step: 1539000 Current time: 0.9176424741744995
Internal step: 1540000 Current time: 0.9182385206222534
Internal step: 1541000 Current time: 0.9188345670700073
Internal step: 1542000 Current time: 0.9194306135177612
Recorded solution at t = 0.9199999570846558 for output index 92
Internal step: 1543000 Current time: 0.9200261831283569
Internal step: 1544000 Current time: 0.9206222295761108
Internal step: 1545000 Current time: 0.9212182760238647
Internal step: 1546000 Current time: 0.9218143224716187
Internal step: 1547000 Current time: 0.9224103689193726
Internal step: 1548000 Current time: 0.9230064153671265
Internal step: 1549000 Current time: 0.9236024618148804
Internal step: 1550000 Current time: 0.9241985082626343
Internal step: 1551000 Current time: 0.9247945547103882
Internal step: 1552000 Current time: 0.9253906011581421
Internal step: 1553000 Current time: 0.925986647605896
Internal step: 1554000 Current time: 0.9265826940536499
Internal step: 1555000 Current time: 0.9271787405014038
Internal step: 1556000 Current time: 0.9277747869491577
Internal step: 1557000 Current time: 0.9283708333969116
Internal step: 1558000 Current time: 0.9289668798446655
Internal step: 1559000 Current time: 0.9295629262924194
Recorded solution at t = 0.9300000071525574 for output index 93
Internal step: 1560000 Current time: 0.9301585555076599
Internal step: 1561000 Current time: 0.9307546019554138
Internal step: 1562000 Current time: 0.9313506484031677
Internal step: 1563000 Current time: 0.9319466948509216
Internal step: 1564000 Current time: 0.9325427412986755
Internal step: 1565000 Current time: 0.9331387877464294
Internal step: 1566000 Current time: 0.9337348341941833
Internal step: 1567000 Current time: 0.9343308806419373
Internal step: 1568000 Current time: 0.9349269270896912
Internal step: 1569000 Current time: 0.9355229735374451
Internal step: 1570000 Current time: 0.936119019985199
Internal step: 1571000 Current time: 0.9367150664329529
Internal step: 1572000 Current time: 0.9373111128807068
Internal step: 1573000 Current time: 0.9379071593284607
Internal step: 1574000 Current time: 0.9385032057762146
Internal step: 1575000 Current time: 0.9390992522239685
Internal step: 1576000 Current time: 0.9396952986717224
Recorded solution at t = 0.9399999976158142 for output index 94
Internal step: 1577000 Current time: 0.9402908682823181
Internal step: 1578000 Current time: 0.940886914730072
Internal step: 1579000 Current time: 0.9414829611778259
Internal step: 1580000 Current time: 0.9420790076255798
Internal step: 1581000 Current time: 0.9426750540733337
Internal step: 1582000 Current time: 0.9432711005210876
Internal step: 1583000 Current time: 0.9438671469688416
Internal step: 1584000 Current time: 0.9444631934165955
Internal step: 1585000 Current time: 0.9450592398643494
Internal step: 1586000 Current time: 0.9456552863121033
Internal step: 1587000 Current time: 0.9462513327598572
Internal step: 1588000 Current time: 0.9468473792076111
Internal step: 1589000 Current time: 0.947443425655365
Internal step: 1590000 Current time: 0.9480394721031189
Internal step: 1591000 Current time: 0.9486355185508728
Internal step: 1592000 Current time: 0.9492315649986267
Internal step: 1593000 Current time: 0.9498276114463806
Recorded solution at t = 0.949999988079071 for output index 95
Internal step: 1594000 Current time: 0.9504231810569763
Internal step: 1595000 Current time: 0.9510192275047302
Internal step: 1596000 Current time: 0.9516152739524841
Internal step: 1597000 Current time: 0.952211320400238
Internal step: 1598000 Current time: 0.9528073668479919
Internal step: 1599000 Current time: 0.9534034132957458
Internal step: 1600000 Current time: 0.9539994597434998
Internal step: 1601000 Current time: 0.9545955061912537
Internal step: 1602000 Current time: 0.9551915526390076
Internal step: 1603000 Current time: 0.9557875990867615
Internal step: 1604000 Current time: 0.9563836455345154
Internal step: 1605000 Current time: 0.9569796919822693
Internal step: 1606000 Current time: 0.9575757384300232
Internal step: 1607000 Current time: 0.9581717848777771
Internal step: 1608000 Current time: 0.958767831325531
Internal step: 1609000 Current time: 0.9593638777732849
Internal step: 1610000 Current time: 0.9599599242210388
Recorded solution at t = 0.9599999785423279 for output index 96
Internal step: 1611000 Current time: 0.9605554938316345
Internal step: 1612000 Current time: 0.9611515402793884
Internal step: 1613000 Current time: 0.9617475867271423
Internal step: 1614000 Current time: 0.9623436331748962
